player_id,player_name,draft_year,pick_number,college,position,tankathon_position,tankathon_class,college_pos,college_season,class_year,tankathon_age,tankathon_source_rank,measurement_source,college_stats_source,prospect_archetype,size_bucket,height_wo_shoes,weight,wingspan,wingspan_height_diff,position_name,projected_nba_position,model_label,college_mpg,college_ppg,college_rpg,college_apg,college_spg,college_bpg,college_tov,college_usg_pct,college_ast_pct,college_tov_pct,college_stl_pct,college_blk_pct,college_orb_pct,college_drb_pct,college_ts_pct,college_bpm,college_obpm,college_dbpm,college_sos,college_fg3a_rate,college_ftr,college_ft_pct,scored,missing_features,p_out,p_rot_plus,p_star,rotation_plus_prob,pred_tier3,pred_tier
2026023,Christian Anderson,2026,23,Texas Tech,0.0,PG,Sophomore,PG,2025-26,SO,20.2,23,Sporting News 2026 combine measurements,Sports-Reference,secondary_creator,small_guard,72.75,180.0,78.25,5.5,PG,PG,loyo_train_through_2021,34.4,14.5,3.3,4.7,1.3,0.2,2.1,20.5,24.6,15.3,2.3,0.5,2.0,8.9,0.613,8.4,5.4,2.9,13.86,0.632,0.281,0.804,True,,0.20015498853662272,0.7343633974861746,0.06548161397720266,0.7998450114633773,1.0,ROT+
2026010,Nate Ament,2026,10,Tennessee,2.0,SF,Freshman,SF,2025-26,FR,19.5,10,Sporting News 2026 combine measurements,Sports-Reference,secondary_creator,forward_big,81.5,211.0,83.5,2.0,SF,SF,loyo_train_through_2021,29.7,16.7,6.3,2.3,1.0,0.6,2.3,29.0,14.8,12.6,1.9,2.7,6.7,17.0,0.534,8.4,5.1,3.3,12.7,0.322,0.578,0.79,True,,0.20600167180237505,0.7335725279027668,0.06042580029485807,0.793998328197625,1.0,ROT+
2026020,Bennett Stirtz,2026,20,Iowa,0.0,PG,Senior,PG,2025-26,SR,22.7,20,Sporting News 2026 combine measurements,Sports-Reference,secondary_creator,small_guard,74.5,186.0,78.0,3.5,PG,PG,loyo_train_through_2021,38.5,19.5,3.4,5.0,1.7,0.3,1.9,26.4,29.5,10.6,2.9,0.9,1.6,11.2,0.608,10.3,7.5,2.8,10.93,0.422,0.347,0.82,True,,0.4059939433512352,0.533786609425895,0.06021944722286985,0.5940060566487648,0.0,OUT
2026018,Chris Cenac Jr.,2026,18,Houston,3.0,PF/C,Freshman,PF/C,2025-26,FR,19.4,18,Sporting News 2026 combine measurements,Sports-Reference,rim_runner,forward_big,82.25,240.0,89.0,6.75,PF,PF,loyo_train_through_2021,24.8,9.5,7.9,0.7,0.8,0.5,0.9,19.9,5.5,9.3,1.9,2.6,10.1,26.1,0.546,7.5,3.7,3.8,11.7,0.305,0.197,0.621,True,,0.623335387860058,0.3212768397310913,0.05538777240885071,0.376664612139942,0.0,OUT
2026013,Cameron Carr,2026,13,Baylor,1.0,SG,Sophomore,SG,2025-26,SO,21.6,13,Sporting News 2026 combine measurements,Sports-Reference,secondary_creator,guard,76.5,184.0,84.75,8.25,SG,SG,loyo_train_through_2021,24.0,13.2,4.1,1.9,0.6,0.9,1.7,25.0,15.0,13.4,1.4,4.1,2.2,17.3,0.615,8.5,6.2,2.3,11.47,0.485,0.377,0.798,True,,0.7800174926956517,0.16542852814493725,0.05455397915941103,0.21998250730434826,0.0,OUT
2026021,Allen Graves,2026,21,Santa Clara,3.0,PF,Freshman,PF,2025-26,FR,19.9,21,Sporting News 2026 combine measurements,Sports-Reference,rim_runner,wing,79.75,226.0,84.0,4.25,PF,PF,loyo_train_through_2021,22.6,11.8,6.5,1.8,1.9,0.9,0.7,21.9,13.9,6.9,4.9,4.9,13.8,19.8,0.613,13.4,8.7,4.7,6.09,0.325,0.396,0.75,True,,0.3982104825087296,0.5559599703005074,0.04582954719076301,0.6017895174912704,0.0,OUT
2026011,Labaron Philon Jr.,2026,11,Alabama,0.0,PG,Sophomore,PG,2025-26,SO,20.6,11,Sporting News 2026 combine measurements,Sports-Reference,secondary_creator,small_guard,74.5,176.0,78.25,3.75,PG,PG,loyo_train_through_2021,27.6,16.0,3.4,4.4,1.3,0.3,2.1,25.7,28.6,13.7,2.4,0.8,2.8,9.3,0.597,9.9,6.9,3.1,14.57,0.409,0.36,0.788,True,,0.6327963422640335,0.3235204832783072,0.0436831744576593,0.36720365773596647,0.0,OUT
2026025,Isaiah Evans,2026,25,Duke,2.0,SF,Sophomore,SF,2025-26,SO,20.5,25,Sporting News 2026 combine measurements,Sports-Reference,role_player,guard,77.5,186.0,80.75,3.25,SF,SF,loyo_train_through_2021,21.2,11.0,2.2,0.9,0.5,0.4,0.8,24.1,7.7,8.0,1.3,2.2,1.5,9.8,0.599,9.0,6.2,2.8,12.15,0.7,0.238,0.849,True,,0.4560936787002111,0.5032052499607919,0.04070107133899701,0.5439063212997889,0.0,OUT
2026026,Koa Peat,2026,26,Arizona,3.0,PF,Freshman,PF,2025-26,FR,19.4,26,Sporting News 2026 combine measurements,Sports-Reference,playmaking_forward,wing,79.0,245.0,83.25,4.25,PF,PF,loyo_train_through_2021,27.8,14.1,5.6,2.6,0.6,0.7,1.6,24.5,16.7,11.3,1.3,2.5,9.1,12.5,0.557,8.8,4.8,3.9,13.01,0.053,0.427,0.623,True,,0.43756964971697176,0.5260784600502162,0.03635189023281205,0.5624303502830282,0.0,OUT
2026014,Morez Johnson Jr.,2026,14,Michigan,3.0,PF/C,Sophomore,PF/C,2025-26,SO,20.4,14,Sporting News 2026 combine measurements,Sports-Reference,stretch_big,forward_big,81.0,251.0,87.5,6.5,PF,PF,loyo_train_through_2021,21.9,10.5,7.0,0.8,0.6,1.1,1.1,19.6,6.5,12.2,1.4,5.0,14.4,20.2,0.667,10.5,5.6,4.8,15.1,0.081,0.566,0.722,True,,0.4155448247194261,0.5512039765027483,0.03325119877782555,0.5844551752805739,0.0,OUT
2026005,Keaton Wagler,2026,5,Illinois,1.0,SG/PG,Freshman,SG/PG,2025-26,FR,19.4,5,Sporting News 2026 combine measurements,Sports-Reference,secondary_creator,guard,77.0,188.0,78.25,1.25,SG,SG,loyo_train_through_2021,33.9,17.9,5.1,4.2,0.9,0.4,1.8,25.2,23.2,10.6,1.7,1.3,6.7,10.0,0.596,12.3,8.8,3.5,12.23,0.482,0.476,0.796,True,,0.45701595833861486,0.5102550317450517,0.03272900991633343,0.5429840416613851,0.0,OUT
2026012,Yaxel Lendeborg,2026,12,Michigan,3.0,PF,Senior,PF,2025-26,SR,23.7,12,Sporting News 2026 combine measurements,Sports-Reference,playmaking_forward,wing,80.75,241.0,87.25,6.5,PF,PF,loyo_train_through_2021,31.3,15.5,9.5,3.2,1.2,1.7,1.7,22.1,18.3,11.9,2.2,5.6,10.4,22.6,0.614,11.7,7.7,4.1,15.1,0.249,0.489,0.792,True,,0.3295256357667077,0.6400064821805012,0.030467882052791193,0.6704743642332923,1.0,ROT+
2026022,Dailyn Swain,2026,22,Texas,1.0,SG/SF,Junior,SG/SF,2025-26,JR,20.9,22,Sporting News 2026 combine measurements,Sports-Reference,offensive_wing,wing,78.5,211.0,82.0,3.5,SG,SG,loyo_train_through_2021,27.3,11.4,5.5,2.6,1.4,0.5,1.7,20.4,17.8,15.7,3.0,2.0,5.4,18.1,0.61,8.2,4.2,3.9,11.22,0.194,0.464,0.815,True,,0.36545453260037986,0.6058108264818857,0.02873464091773447,0.6345454673996201,0.0,OUT
2026027,Joshua Jefferson,2026,27,Iowa State,3.0,PF/SF,Senior,PF/SF,2025-26,SR,22.6,27,Sporting News 2026 combine measurements,Sports-Reference,rim_runner,wing,79.75,246.0,82.75,3.0,PF,PF,loyo_train_through_2021,23.4,10.5,5.7,2.7,1.4,0.5,1.8,23.9,21.3,15.9,3.5,2.8,7.4,21.8,0.566,10.9,5.0,5.9,10.27,0.258,0.451,0.722,True,,0.554253700268174,0.4208382478228145,0.02490805190901146,0.44574629973182595,0.0,OUT
2026016,Karim López,2026,16,New Zealand,2.0,SF,International,SF,2025-26,International,19.2,16,Sporting News 2026 combine measurements,,offensive_wing,wing,80.25,222.0,83.5,3.25,SF,SF,loyo_train_through_2021,25.5,11.9,6.1,1.9,1.2,1.0,,19.5,,,,,,,0.58,,,,,,,,False,"college_ast_pct,college_tov_pct,college_efg_pct,college_ftr,college_fg3a_rate,college_fg3_pct,college_ft_pct,college_fg_pct,college_sos,years_in_college,college_usg_pct_fold_expected,college_usg_pct_fold_vs_expected,college_ast_pct_fold_expected,college_ast_pct_fold_vs_expected,college_tov_pct_fold_expected,college_tov_pct_fold_vs_expected,college_ftr_fold_expected,college_ftr_fold_vs_expected,college_fg3a_rate_fold_expected,college_fg3a_rate_fold_vs_expected,college_ast_pct_usage_fold_expected,college_ast_pct_usage_fold_adjusted,college_tov_pct_usage_fold_expected,college_tov_pct_usage_fold_adjusted,college_ftr_usage_fold_expected,college_ftr_usage_fold_adjusted,college_fg3a_rate_usage_fold_expected,college_fg3a_rate_usage_fold_adjusted,final_ast_pct_season_fold_residual,final_tov_pct_season_fold_residual,final_ts_pct_season_fold_residual,final_ftr_season_fold_residual,fresh_ast_pct_season_fold_residual,fresh_tov_pct_season_fold_residual,fresh_ts_pct_season_fold_residual,fresh_ftr_season_fold_residual,avg_ast_pct_season_fold_residual,avg_tov_pct_season_fold_residual,avg_ts_pct_season_fold_residual,avg_ftr_season_fold_residual,max_ast_pct_season_fold_residual,max_tov_pct_season_fold_residual,max_ts_pct_season_fold_residual,max_ftr_season_fold_residual,traj_ast_pct_season_fold_residual,traj_tov_pct_season_fold_residual,traj_ts_pct_season_fold_residual,traj_ftr_season_fold_residual,wavg_ast_pct_season_fold_residual,wavg_tov_pct_season_fold_residual,wavg_ts_pct_season_fold_residual,wavg_ftr_season_fold_residual",,,,,,UNSCORED_MISSING_DATA
2026029,Henri Veesaar,2026,29,North Carolina,4.0,C,Junior,C,2025-26,JR,22.2,29,,Sports-Reference,dominant_big,center,84.5,227.0,,,C,C,loyo_train_through_2021,20.1,9.7,5.1,1.3,0.5,0.9,1.1,20.9,12.4,12.9,1.4,5.0,9.7,18.2,0.658,9.8,5.9,3.9,10.46,0.256,0.404,0.654,False,"wingspan,wingspan_height_diff",,,,,,UNSCORED_MISSING_DATA
2026030,Sergio de Larrea,2026,30,Valencia,0.0,PG/SG,International,PG/SG,2025-26,International,20.5,30,,,combo_guard,wing,79.25,204.0,,,PG,PG,loyo_train_through_2021,14.651162790697676,7.0,2.2,2.8,0.5,0.3,,22.2,,,,,,,0.582,,,,,,,,False,"college_ast_pct,college_tov_pct,college_efg_pct,college_ftr,college_fg3a_rate,college_fg3_pct,college_ft_pct,college_fg_pct,wingspan,wingspan_height_diff,college_sos,years_in_college,college_usg_pct_fold_expected,college_usg_pct_fold_vs_expected,college_ast_pct_fold_expected,college_ast_pct_fold_vs_expected,college_tov_pct_fold_expected,college_tov_pct_fold_vs_expected,college_ftr_fold_expected,college_ftr_fold_vs_expected,college_fg3a_rate_fold_expected,college_fg3a_rate_fold_vs_expected,college_ast_pct_usage_fold_expected,college_ast_pct_usage_fold_adjusted,college_tov_pct_usage_fold_expected,college_tov_pct_usage_fold_adjusted,college_ftr_usage_fold_expected,college_ftr_usage_fold_adjusted,college_fg3a_rate_usage_fold_expected,college_fg3a_rate_usage_fold_adjusted,final_ast_pct_season_fold_residual,final_tov_pct_season_fold_residual,final_ts_pct_season_fold_residual,final_ftr_season_fold_residual,fresh_ast_pct_season_fold_residual,fresh_tov_pct_season_fold_residual,fresh_ts_pct_season_fold_residual,fresh_ftr_season_fold_residual,avg_ast_pct_season_fold_residual,avg_tov_pct_season_fold_residual,avg_ts_pct_season_fold_residual,avg_ftr_season_fold_residual,max_ast_pct_season_fold_residual,max_tov_pct_season_fold_residual,max_ts_pct_season_fold_residual,max_ftr_season_fold_residual,traj_ast_pct_season_fold_residual,traj_tov_pct_season_fold_residual,traj_ts_pct_season_fold_residual,traj_ftr_season_fold_residual,wavg_ast_pct_season_fold_residual,wavg_tov_pct_season_fold_residual,wavg_ts_pct_season_fold_residual,wavg_ftr_season_fold_residual",,,,,,UNSCORED_MISSING_DATA
2026031,Tarris Reed Jr.,2026,31,UConn,4.0,C,Senior,C,2025-26,SR,22.9,31,,Sports-Reference,dominant_big,forward_big,83.0,264.0,,,C,C,loyo_train_through_2021,21.5,9.2,6.8,1.0,0.7,1.5,1.6,22.3,9.8,16.7,1.8,7.5,14.1,23.3,0.595,6.7,3.0,3.7,12.02,0.008,0.507,0.582,False,"wingspan,wingspan_height_diff",,,,,,UNSCORED_MISSING_DATA
2026032,Alex Karaban,2026,32,UConn,2.0,SF/PF,Senior,SF/PF,2025-26,SR,23.6,32,,Sports-Reference,offensive_wing,wing,80.0,225.0,,,SF,SF,loyo_train_through_2021,32.5,12.5,5.0,2.0,0.7,1.0,1.1,18.2,11.3,9.5,1.3,3.3,6.1,11.9,0.598,8.3,5.3,3.0,12.02,0.545,0.205,0.844,False,"wingspan,wingspan_height_diff",,,,,,UNSCORED_MISSING_DATA
2026033,Zuby Ejiofor,2026,33,St. John's,3.0,PF,Senior,PF,2025-26,SR,22.2,33,,Sports-Reference,dominant_big,wing,80.75,245.0,,,PF,PF,loyo_train_through_2021,21.0,10.0,5.4,1.7,0.7,1.4,1.3,21.4,14.7,13.9,1.9,7.0,13.8,14.0,0.614,11.1,6.2,4.9,,0.141,0.704,0.709,False,"wingspan,wingspan_height_diff,college_sos,college_usg_pct_fold_expected,college_usg_pct_fold_vs_expected,college_ast_pct_fold_expected,college_ast_pct_fold_vs_expected,college_tov_pct_fold_expected,college_tov_pct_fold_vs_expected,college_ftr_fold_expected,college_ftr_fold_vs_expected,college_fg3a_rate_fold_expected,college_fg3a_rate_fold_vs_expected,college_ast_pct_usage_fold_expected,college_ast_pct_usage_fold_adjusted,college_tov_pct_usage_fold_expected,college_tov_pct_usage_fold_adjusted,college_ftr_usage_fold_expected,college_ftr_usage_fold_adjusted,college_fg3a_rate_usage_fold_expected,college_fg3a_rate_usage_fold_adjusted,final_ast_pct_season_fold_residual,final_tov_pct_season_fold_residual,final_ts_pct_season_fold_residual,final_ftr_season_fold_residual,fresh_ast_pct_season_fold_residual,fresh_tov_pct_season_fold_residual,fresh_ts_pct_season_fold_residual,fresh_ftr_season_fold_residual,avg_ast_pct_season_fold_residual,avg_tov_pct_season_fold_residual,avg_ts_pct_season_fold_residual,avg_ftr_season_fold_residual,max_ast_pct_season_fold_residual,max_tov_pct_season_fold_residual,max_ts_pct_season_fold_residual,max_ftr_season_fold_residual,traj_ast_pct_season_fold_residual,traj_tov_pct_season_fold_residual,traj_ts_pct_season_fold_residual,traj_ftr_season_fold_residual,wavg_ast_pct_season_fold_residual,wavg_tov_pct_season_fold_residual,wavg_ts_pct_season_fold_residual,wavg_ftr_season_fold_residual",,,,,,UNSCORED_MISSING_DATA
2026034,Richie Saunders,2026,34,BYU,1.0,SG,Senior,SG,2025-26,SR,24.8,34,,Sports-Reference,offensive_wing,wing,78.25,205.0,,,SG,SG,loyo_train_through_2021,23.9,12.1,4.1,1.4,1.0,0.3,1.0,21.9,10.6,9.3,2.5,1.3,6.2,13.0,0.625,8.5,6.0,2.6,12.27,0.49,0.297,0.788,False,"wingspan,wingspan_height_diff",,,,,,UNSCORED_MISSING_DATA
2026035,Jaden Bradley,2026,35,Arizona,0.0,PG,Senior,PG,2025-26,SR,22.8,35,,Sports-Reference,secondary_creator,guard,75.75,205.0,,,PG,PG,loyo_train_through_2021,26.3,9.7,2.9,3.3,1.2,0.1,1.6,18.9,20.8,15.4,2.5,0.4,2.0,9.5,0.549,6.3,2.0,4.3,13.01,0.18,0.476,0.789,False,"wingspan,wingspan_height_diff",,,,,,UNSCORED_MISSING_DATA
2026036,Baba Miller,2026,36,Cincinnati,2.0,SF,Senior,SF,2025-26,SR,22.4,36,,Sports-Reference,stretch_big,forward_big,83.75,208.0,,,SF,SF,loyo_train_through_2021,27.3,9.8,6.8,2.3,0.8,1.2,1.8,19.2,16.2,17.1,1.6,4.9,6.3,21.9,0.557,5.0,1.8,3.2,9.6,0.332,0.404,0.619,False,"wingspan,wingspan_height_diff",,,,,,UNSCORED_MISSING_DATA
2026037,Ryan Conwell,2026,37,Louisville,1.0,SG,Senior,SG,2025-26,SR,22.0,37,,Sports-Reference,secondary_creator,guard,75.25,215.0,,,SG,SG,loyo_train_through_2021,29.3,14.4,3.9,2.4,1.1,0.2,1.7,23.7,15.1,12.3,2.1,0.6,2.1,12.7,0.594,5.4,3.8,1.6,10.7,0.632,0.31,0.836,False,"wingspan,wingspan_height_diff",,,,,,UNSCORED_MISSING_DATA
2026038,Trevon Brazile,2026,38,Arkansas,3.0,PF,Senior,PF,2025-26,SR,23.4,38,,Sports-Reference,stretch_big,forward_big,82.75,226.0,,,PF,PF,loyo_train_through_2021,25.3,9.2,6.0,0.9,0.9,1.4,1.2,17.0,6.4,14.2,2.0,6.0,6.9,20.0,0.613,6.5,3.2,3.3,12.32,0.397,0.376,0.662,False,"wingspan,wingspan_height_diff",,,,,,UNSCORED_MISSING_DATA
2026039,Jack Kayil,2026,39,Alba Berlin,0.0,PG,International,PG,2025-26,International,20.4,39,,,combo_guard,guard,76.75,189.0,,,PG,PG,loyo_train_through_2021,21.217391304347828,12.2,3.0,3.6,1.0,0.2,,28.8,,,,,,,0.536,,,,,,,,False,"college_ast_pct,college_tov_pct,college_efg_pct,college_ftr,college_fg3a_rate,college_fg3_pct,college_ft_pct,college_fg_pct,wingspan,wingspan_height_diff,college_sos,years_in_college,college_usg_pct_fold_expected,college_usg_pct_fold_vs_expected,college_ast_pct_fold_expected,college_ast_pct_fold_vs_expected,college_tov_pct_fold_expected,college_tov_pct_fold_vs_expected,college_ftr_fold_expected,college_ftr_fold_vs_expected,college_fg3a_rate_fold_expected,college_fg3a_rate_fold_vs_expected,college_ast_pct_usage_fold_expected,college_ast_pct_usage_fold_adjusted,college_tov_pct_usage_fold_expected,college_tov_pct_usage_fold_adjusted,college_ftr_usage_fold_expected,college_ftr_usage_fold_adjusted,college_fg3a_rate_usage_fold_expected,college_fg3a_rate_usage_fold_adjusted,final_ast_pct_season_fold_residual,final_tov_pct_season_fold_residual,final_ts_pct_season_fold_residual,final_ftr_season_fold_residual,fresh_ast_pct_season_fold_residual,fresh_tov_pct_season_fold_residual,fresh_ts_pct_season_fold_residual,fresh_ftr_season_fold_residual,avg_ast_pct_season_fold_residual,avg_tov_pct_season_fold_residual,avg_ts_pct_season_fold_residual,avg_ftr_season_fold_residual,max_ast_pct_season_fold_residual,max_tov_pct_season_fold_residual,max_ts_pct_season_fold_residual,max_ftr_season_fold_residual,traj_ast_pct_season_fold_residual,traj_tov_pct_season_fold_residual,traj_ts_pct_season_fold_residual,traj_ftr_season_fold_residual,wavg_ast_pct_season_fold_residual,wavg_tov_pct_season_fold_residual,wavg_ts_pct_season_fold_residual,wavg_ftr_season_fold_residual",,,,,,UNSCORED_MISSING_DATA
